Pos,ID,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,Elite%
D,56,Sousa,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,57,Tielemans,5.5,5.5,Aston Villa,61,2.81,61,2.98,57,2.85,56,2.64,57,2.59,56,2.39,56,2.65,55,2.13,0.00
F,58,Watkins,9.0,9.0,Aston Villa,86,5.25,84,5.53,81,5.39,80,5.14,79,4.79,80,4.31,78,4.99,80,3.98,0.00
D,59,Aarons,4.5,4.5,Bournemouth,21,0.78,22,0.72,26,0.55,28,1.29,29,1.14,29,0.77,30,0.85,30,0.75,0.00
M,60,Adams,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,0.50,0.00
M,61,Anthony,4.5,4.5,Bournemouth,2,0.19,3,0.21,2,0.14,2,0.19,4,0.27,4,0.25,5,0.32,5,0.33,0.00
M,62,Brooks,4.9,4.9,Bournemouth,0,0.00,3,0.19,5,0.31,7,0.50,7,0.45,7,0.39,8,0.48,9,0.46,0.00
M,63,Christie,5.0,5.0,Bournemouth,49,1.92,48,1.88,47,1.53,48,2.11,50,1.95,46,1.55,48,1.67,44,1.47,0.00
M,64,Cook,5.0,5.0,Bournemouth,88,2.59,84,2.42,81,2.05,80,2.78,79,2.39,75,1.98,76,2.04,72,1.88,0.00
F,65,Enes Ünal,5.4,5.4,Bournemouth,0,0.00,15,0.97,35,1.67,41,2.94,41,2.55,44,2.07,43,2.13,42,1.90,0.00
M,66,Faivre,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,67,H.Traorè,4.5,4.5,Bournemouth,7,0.44,8,0.49,7,0.40,7,0.50,7,0.47,8,0.45,10,0.53,9,0.45,0.00
D,68,Hill,4.0,4.0,Bournemouth,0,0.00,0,0.00,1,0.02,1,0.05,2,0.05,2,0.05,2,0.04,2,0.04,0.00
F,69,Jebbison,4.5,4.5,Bournemouth,4,0.33,3,0.28,2,0.15,2,0.15,2,0.18,2,0.17,2,0.16,2,0.13,0.01
D,70,Kerkez,4.5,4.5,Bournemouth,76,2.79,74,2.19,71,1.26,70,3.22,68,2.60,68,1.66,67,1.77,68,1.56,0.00
M,71,Kluivert,5.4,5.4,Bournemouth,50,2.66,47,2.60,43,1.90,45,2.92,43,2.41,46,1.98,43,1.99,41,1.82,0.00
D,72,Mepham,4.5,4.5,Bournemouth,1,0.03,3,0.08,4,0.07,5,0.17,5,0.14,6,0.13,7,0.16,7,0.16,0.00
G,73,Neto,4.5,4.5,Bournemouth,90,3.38,88,2.95,86,2.75,86,3.43,86,3.29,83,2.67,84,2.88,83,2.61,0.00
M,74,O.Dango,5.0,5.0,Bournemouth,38,1.94,39,2.00,38,1.57,38,2.31,39,2.00,39,1.62,38,1.68,40,1.64,0.00
G,75,Paulsen,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
M,76,Philip,4.9,4.9,Bournemouth,21,1.05,24,1.19,26,1.03,24,1.36,27,1.31,28,1.13,28,1.16,27,1.11,0.00
M,77,Scott,5.0,5.0,Bournemouth,64,2.37,62,2.29,62,1.91,62,2.63,61,2.31,60,1.90,59,1.96,55,1.78,0.00
M,78,Semenyo,5.5,5.5,Bournemouth,67,3.33,64,3.24,63,2.44,61,3.67,60,3.07,59,2.35,59,2.49,59,2.32,0.00
D,79,Senesi,4.9,4.9,Bournemouth,85,2.86,82,2.24,79,1.19,78,3.34,78,2.82,76,1.68,75,1.83,75,1.53,0.00
M,80,Sinisterra,5.0,5.0,Bournemouth,46,2.39,44,2.36,43,1.78,42,2.56,43,2.25,43,1.79,42,1.86,40,1.70,0.00
D,81,Smith,4.5,4.5,Bournemouth,42,1.50,43,1.25,42,0.79,41,1.73,42,1.56,41,1.04,41,1.09,41,0.97,0.00
F,82,Solanke,7.5,7.5,Spurs,24,1.43,52,2.49,76,5.20,73,3.92,74,3.95,73,5.07,71,3.75,73,4.31,0.03
M,83,Tavernier,5.5,5.5,Bournemouth,61,3.02,59,2.91,58,2.28,58,3.43,57,2.86,58,2.35,56,2.38,55,2.24,0.00
G,84,Travers,4.5,4.5,Bournemouth,5,0.18,7,0.23,9,0.29,8,0.34,9,0.34,12,0.37,11,0.38,12,0.38,0.00
D,85,Zabarnyi,4.5,4.5,Bournemouth,85,2.57,86,2.00,83,1.06,81,2.98,81,2.55,80,1.62,78,1.67,77,1.40,0.00
D,86,Ajer,4.5,4.5,Brentford,68,2.81,53,0.88,37,0.83,28,1.01,32,1.29,31,0.81,33,1.43,31,1.02,0.00
M,87,Brierley,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,88,Collins,4.5,4.5,Brentford,70,2.83,65,0.92,59,1.06,58,1.91,57,2.14,54,1.17,56,2.29,56,1.58,0.00
M,89,Damsgaard,5.0,5.0,Brentford,46,2.25,44,1.46,42,1.62,42,1.94,44,2.03,43,1.65,43,2.14,42,1.72,0.00
M,90,Dasilva,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,0.23,12,0.64,13,0.60,0.00
G,91,Flekken,4.5,4.5,Brentford,94,3.74,93,3.04,93,3.05,93,3.41,91,3.62,91,3.11,91,3.74,91,3.29,0.24
D,92,Henry,4.4,4.4,Brentford,0,0.00,34,0.58,68,1.37,76,2.75,75,3.02,75,1.80,73,3.25,73,2.28,0.00
D,93,Hickey,4.5,4.5,Brentford,0,0.00,31,0.51,62,1.18,74,2.50,73,2.80,71,1.61,71,3.02,71,2.11,0.00
M,94,Janelt,5.0,5.0,Brentford,75,2.73,72,1.85,67,1.98,66,2.29,66,2.35,67,1.99,66,2.52,65,2.07,0.00
M,95,Jensen,5.5,5.5,Brentford,73,3.12,67,1.93,64,2.11,63,2.48,61,2.48,62,2.15,61,2.66,62,2.19,0.00
D,96,Ji-soo,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,97,Konak,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,98,Lewis-Potter,5.0,5.0,Brentford,49,2.50,35,1.30,24,1.15,21,1.22,21,1.26,21,1.05,21,1.30,22,1.15,0.00
M,99,Mbeumo,7.0,7.0,Brentford,86,6.01,81,2.80,79,3.47,77,4.65,76,4.69,76,3.56,73,5.02,75,3.75,0.00
D,100,Mee,4.5,4.5,Brentford,35,1.58,47,0.80,58,1.21,56,2.04,58,2.36,58,1.43,56,2.56,57,1.82,0.00
M,101,Nørgaard,5.0,5.0,Brentford,85,3.02,79,1.92,76,2.07,75,2.47,73,2.47,74,2.07,70,2.56,71,2.13,0.00
M,102,Onyeka,5.0,5.0,Brentford,25,1.14,24,0.87,27,1.00,26,1.11,29,1.22,27,1.02,26,1.22,27,1.04,0.00
M,103,Peart-Harris,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,104,Pinnock,4.5,4.5,Brentford,89,3.58,83,1.18,79,1.44,78,2.62,77,2.94,76,1.69,76,3.23,75,2.25,0.00
D,105,Roerslev,4.5,4.5,Brentford,65,2.88,42,0.84,19,0.53,15,0.58,13,0.57,15,0.47,15,0.68,14,0.48,0.00
M,106,Schade,5.5,5.5,Brentford,42,2.54,30,1.21,31,1.42,32,1.76,32,1.82,31,1.44,33,2.01,31,1.53,0.00
F,107,Thiago,5.9,5.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,108,Toney,7.3,7.3,Brentford,11,0.76,52,1.85,51,2.29,50,3.01,49,2.92,51,2.40,50,3.40,49,2.43,0.00
G,109,Valdimarsson,4.0,4.0,Brentford,1,0.05,2,0.07,2,0.07,2,0.09,3,0.12,3,0.11,3,0.13,4,0.15,0.45
F,110,Wissa,6.1,6.1,Brentford,70,4.12,52,1.84,52,2.27,51,2.74,52,2.87,51,2.26,52,3.10,52,2.45,0.00
M,111,Yarmoliuk,4.5,4.5,Brentford,9,0.48,9,0.39,10,0.44,12,0.52,12,0.53,10,0.45,10,0.51,10,0.44,0.00
D,112,Zanka,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,113,Adingra,5.5,5.5,Brighton,19,0.88,19,1.22,17,1.05,18,0.95,17,1.01,19,1.04,19,1.21,20,0.99,0.00
M,114,Baker-Boaitey,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,115,Baleba,5.0,5.0,Brighton,52,1.45,62,2.27,59,2.06,59,1.71,57,1.85,57,1.72,57,1.99,57,1.60,0.00
D,116,Barco,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.38
M,117,Buonanotte,5.0,5.0,Leicester,42,1.72,41,1.62,42,1.92,41,1.40,42,1.83,40,1.72,43,1.95,40,1.81,0.00
M,118,Cozier-Duberry,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,119,Dahoud,4.9,4.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.09,0,0.00,0.00
D,120,Dunk,4.5,4.5,Brighton,92,1.63,88,4.54,87,3.85,88,1.95,87,2.71,86,2.31,86,3.87,85,1.51,0.31
M,121,Enciso,5.4,5.4,Brighton,14,0.67,15,1.02,13,0.84,16,0.83,15,0.89,15,0.82,17,1.08,16,0.79,0.00
D,122,Estupiñan,5.0,5.0,Brighton,23,0.62,68,3.92,63,3.20,64,1.81,62,2.35,61,2.00,61,3.17,61,1.42,0.00
F,123,Ferguson,5.5,5.5,Brighton,7,0.35,22,1.58,23,1.61,23,1.25,23,1.50,22,1.33,24,1.69,24,1.27,0.00
M,124,Gilmour,5.0,5.0,Brighton,25,0.87,21,0.94,24,1.02,26,0.95,25,0.98,28,1.04,29,1.21,26,0.92,0.00
M,125,Gross,6.5,6.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,126,Hinshelwood,5.0,5.0,Brighton,50,1.47,27,1.20,26,1.11,27,0.96,29,1.13,29,1.06,30,1.27,30,1.00,0.00
M,127,I.Osman,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,128,Igor,4.4,4.4,Brighton,10,0.23,9,0.36,12,0.44,11,0.28,12,0.36,12,0.35,13,0.50,13,0.29,0.00
F,129,João Pedro,5.5,5.5,Brighton,74,3.06,72,5.09,70,4.67,70,3.59,67,4.07,67,3.66,66,4.46,66,3.09,0.49
M,130,Kozlowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,131,Lamptey,4.5,4.5,Brighton,13,0.39,8,0.47,8,0.42,9,0.33,8,0.36,9,0.37,11,0.48,10,0.32,0.00
M,132,March,6.5,6.5,Brighton,0,0.00,10,0.66,23,1.50,25,1.28,26,1.48,28,1.47,27,1.72,26,1.24,0.00
M,133,Mazilu,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,134,Milner,5.0,5.0,Brighton,28,1.01,23,1.05,24,1.04,25,0.96,25,1.02,26,1.02,28,1.19,26,0.94,0.00
M,135,Minteh,5.5,5.5,Brighton,74,2.75,69,4.26,66,4.05,64,2.89,65,3.50,61,3.04,61,3.75,59,2.50,0.05
M,136,Mitoma,6.6,6.6,Brighton,82,2.80,78,4.45,77,4.18,76,3.08,74,3.58,74,3.30,73,4.01,73,2.71,0.00
M,137,Moder,4.5,4.5,Brighton,3,0.19,3,0.20,3,0.20,3,0.21,3,0.23,4,0.24,4,0.27,4,0.26,0.00
F,138,O’Mahony,4.5,4.5,Brighton,1,0.10,0,0.00,1,0.08,1,0.08,2,0.11,2,0.11,2,0.12,2,0.14,0.00
D,139,Offiah,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,140,Peupion,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,141,Sarmiento,4.9,4.9,Brighton,2,0.13,2,0.19,2,0.17,3,0.22,3,0.25,4,0.28,4,0.29,3,0.23,0.00
G,142,Steele,4.5,4.5,Brighton,78,2.57,27,1.15,28,1.13,29,1.00,28,0.97,30,1.07,30,1.27,33,1.10,0.00
F,143,Undav,5.5,5.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,144,Van Hecke,4.5,4.5,Brighton,91,1.48,87,4.02,84,3.36,84,1.71,82,2.31,80,1.93,81,3.37,82,1.31,0.00
D,145,Veltman,4.5,4.5,Brighton,68,1.29,58,2.84,52,2.21,50,1.22,51,1.57,48,1.32,49,2.14,49,0.97,0.00
G,146,Verbruggen,4.5,4.5,Brighton,16,0.50,68,2.94,67,2.70,66,2.25,67,2.31,65,2.25,64,2.58,62,2.04,0.00
D,147,Webster,4.5,4.5,Brighton,9,0.22,14,0.61,14,0.60,14,0.39,16,0.52,17,0.52,14,0.62,17,0.41,0.00
F,148,Welbeck,5.6,5.6,Brighton,49,2.00,34,2.31,29,1.94,28,1.48,28,1.74,29,1.67,29,1.94,29,1.44,0.00
M,149,Wieffer,5.0,5.0,Brighton,87,2.19,84,3.12,79,2.80,79,2.21,77,2.44,76,2.27,74,2.58,75,2.03,0.00
M,150,Andrey Santos,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,151,Ângelo,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,152,Arrizabalaga,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,153,B.Badiashile,4.5,4.5,Chelsea,27,1.14,28,0.96,31,1.09,32,1.27,33,1.51,33,0.73,33,1.22,31,1.01,0.00
G,154,Bergström,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,155,Bettinelli,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,156,Broja,5.5,5.5,Chelsea,0,0.00,0,0.00,0,0.00,1,0.11,1,0.12,1,0.13,1,0.14,1,0.11,0.00
M,157,Caicedo,5.0,5.0,Chelsea,69,2.16,64,1.86,61,1.82,62,1.95,62,2.05,59,1.56,59,1.85,60,1.70,0.00
M,158,Casadei,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.09,1,0.09,1,0.11,0.00
D,159,Chalobah,4.5,4.5,Chelsea,20,0.78,17,0.55,19,0.64,19,0.68,19,0.77,20,0.43,20,0.72,22,0.66,0.00
D,160,Chilwell,4.9,4.9,Chelsea,9,0.46,5,0.22,8,0.37,9,0.42,9,0.48,10,0.32,10,0.47,11,0.45,0.00
M,161,Chukwuemeka,4.9,4.9,Chelsea,5,0.32,3,0.24,5,0.35,6,0.40,7,0.45,8,0.41,7,0.43,9,0.46,0.00
D,162,Colwill,4.5,4.5,Chelsea,72,2.94,71,2.26,68,2.27,67,2.49,62,2.70,65,1.32,64,2.28,66,1.95,0.00
D,163,Cucurella,5.0,5.0,Chelsea,84,3.61,81,2.70,79,2.80,77,3.09,77,3.63,75,1.55,72,2.76,72,2.17,0.00
F,164,D.D.Fofana,5.4,5.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,165,Deivid,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,166,Dewsbury-Hall,5.9,5.9,Chelsea,23,1.09,19,0.88,23,1.06,23,1.12,24,1.25,25,0.98,27,1.29,25,1.06,0.00
D,167,Disasi,4.4,4.4,Chelsea,13,0.49,14,0.44,15,0.52,15,0.57,18,0.79,19,0.42,21,0.76,19,0.56,0.00
M,168,Enzo,5.0,5.0,Chelsea,85,3.36,85,2.94,83,3.02,83,3.21,81,3.50,81,2.44,82,3.31,81,2.79,0.00
M,169,Gallagher,5.9,5.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,170,Gilchrist,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,171,Gusto,5.0,5.0,Chelsea,82,3.70,55,2.03,43,1.68,35,1.50,36,1.76,35,0.91,38,1.59,37,1.30,0.00
D,172,James,5.0,5.0,Chelsea,0,0.00,40,1.84,49,2.32,59,3.11,57,3.52,57,1.71,57,2.93,57,2.34,0.00
M,173,Kellyman,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,174,Lavia,4.5,4.5,Chelsea,37,1.26,50,1.59,48,1.56,47,1.59,48,1.69,49,1.42,50,1.66,46,1.44,0.00
F,175,Lukaku,6.3,6.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,176,M.Sarr,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,177,Madueke,6.5,6.5,Chelsea,41,2.48,36,2.02,36,2.08,26,1.63,25,1.71,25,1.28,27,1.73,26,1.45,0.00
F,178,Marc Guiu,5.0,5.0,Chelsea,3,0.26,3,0.22,3,0.24,4,0.32,5,0.41,4,0.31,5,0.40,5,0.36,0.00
M,179,Mudryk,6.4,6.4,Chelsea,32,1.99,23,1.41,22,1.38,25,1.61,26,1.77,26,1.30,26,1.68,27,1.49,0.00
F,180,N.Jackson,7.6,7.6,Chelsea,66,3.94,49,2.81,49,2.90,47,2.90,49,3.29,48,2.30,46,3.00,47,2.52,0.00
M,181,Nkunku,6.4,6.4,Chelsea,31,2.30,40,2.62,43,2.83,49,3.47,48,3.75,47,2.44,47,3.47,48,2.90,0.86
M,182,Palmer,10.5,10.5,Chelsea,88,7.04,85,5.85,83,5.80,82,6.45,78,6.83,80,4.29,78,6.35,79,5.09,0.00
G,183,Petrović,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0.00
M,184,Renato Veiga,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,1,0.06,2,0.09,1,0.07,2,0.11,1,0.07,0.00
G,185,Sánchez,4.5,4.5,Chelsea,93,3.66,91,3.29,89,3.25,86,3.25,84,3.40,83,2.74,82,3.04,82,2.89,0.00
M,186,Sterling,6.9,6.9,Chelsea,22,1.37,18,1.26,20,1.36,20,1.28,22,1.38,21,1.19,20,1.29,18,0.99,0.00
D,187,Tosin,4.4,4.4,Chelsea,12,0.46,13,0.41,16,0.52,16,0.59,17,0.71,18,0.38,18,0.63,19,0.56,0.00
M,188,Ugochukwu,4.5,4.5,Southampton,57,1.69,66,1.91,63,2.06,64,1.78,61,1.56,63,2.00,63,1.55,62,1.92,0.00
D,189,W.Fofana,4.5,4.5,Chelsea,69,2.73,66,2.05,62,1.99,61,2.24,60,2.54,56,1.08,56,1.93,55,1.56,0.00
M,190,Ahamada,4.5,4.5,Crystal Palace,3,0.13,2,0.14,3,0.16,4,0.20,4,0.20,5,0.23,4,0.23,4,0.23,0.00
D,191,Andersen,4.5,4.5,Crystal Palace,76,2.58,71,2.22,74,2.10,70,2.05,69,0.86,70,2.04,71,2.21,68,2.49,0.01
M,192,J.Ayew,5.4,5.4,Leicester,39,1.87,37,1.71,38,2.07,38,1.42,38,2.03,38,1.91,34,1.84,37,1.90,0.00
M,193,C.Doucouré,4.9,4.9,Crystal Palace,34,1.16,35,1.39,37,1.33,36,1.31,35,1.18,36,1.27,38,1.33,35,1.25,0.00
D,194,C.Richards,4.5,4.5,Crystal Palace,83,1.71,82,3.41,80,2.61,78,2.75,77,1.81,77,2.53,80,2.24,76,2.61,0.00
D,195,Chadi Riad,4.5,4.5,Crystal Palace,64,1.39,63,2.64,64,2.11,60,2.14,63,1.54,61,2.05,60,1.74,59,2.06,0.00
D,196,Clyne,4.5,4.5,Crystal Palace,22,0.60,27,1.18,29,1.02,30,1.12,32,0.87,30,1.06,31,1.00,32,1.20,0.00
M,197,Ebiowei,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,198,Edouard,5.5,5.5,Crystal Palace,43,1.95,42,2.49,39,2.18,40,2.14,40,1.97,41,2.16,43,2.27,43,2.25,0.00
M,199,Eze,7.0,7.0,Crystal Palace,82,4.11,79,5.34,77,4.74,76,4.34,76,4.05,74,4.28,75,4.44,77,4.32,0.73
D,200,Guéhi,4.5,4.5,Crystal Palace,91,1.90,89,3.88,87,2.92,86,3.11,87,2.03,87,2.90,87,2.53,86,2.97,0.00
G,201,Henderson,4.5,4.5,Crystal Palace,92,3.06,91,3.70,89,3.23,89,3.42,87,2.88,88,3.27,86,3.01,85,3.22,0.64
D,202,Holding,4.5,4.5,Crystal Palace,3,0.07,4,0.14,4,0.12,6,0.18,6,0.15,8,0.22,7,0.18,8,0.26,0.00
M,203,Hughes,5.0,5.0,Crystal Palace,14,0.57,20,0.89,21,0.86,21,0.84,21,0.82,22,0.91,21,0.86,23,0.94,0.00
G,204,Johnstone,4.4,4.4,Crystal Palace,3,0.10,4,0.17,6,0.21,6,0.23,8,0.26,7,0.28,8,0.29,9,0.35,0.00
M,205,Kamada,5.4,5.4,Crystal Palace,58,2.43,54,3.02,54,2.74,53,2.60,53,2.39,53,2.59,50,2.51,52,2.54,0.00
M,206,Lerma,5.0,5.0,Crystal Palace,54,1.59,49,1.83,50,1.72,54,1.78,49,1.53,53,1.74,49,1.61,51,1.69,0.00
F,207,Mateta,7.5,7.5,Crystal Palace,80,3.60,78,4.66,76,4.16,73,3.81,73,3.46,72,3.80,72,3.77,72,3.73,0.00
M,208,M.França,4.5,4.5,Crystal Palace,0,0.00,7,0.42,15,0.84,19,1.05,20,1.03,20,1.09,21,1.13,22,1.20,0.00
G,209,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.08
D,210,Mitchell,5.0,5.0,Crystal Palace,85,1.82,83,3.60,81,2.77,82,2.97,82,1.98,80,2.76,79,2.36,78,2.75,0.00
D,211,Muñoz,5.0,5.0,Crystal Palace,88,2.01,85,4.03,82,3.05,82,3.17,81,2.18,82,2.98,80,2.61,78,2.97,0.06
M,212,Ozoh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,213,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,214,Schlupp,4.9,4.9,Crystal Palace,12,0.56,13,0.68,13,0.65,13,0.64,14,0.64,15,0.72,16,0.80,15,0.74,0.00
D,215,Ward,4.5,4.5,Crystal Palace,6,0.16,8,0.33,11,0.38,11,0.41,12,0.35,11,0.40,14,0.46,16,0.57,0.00
M,216,Wharton,5.0,5.0,Crystal Palace,82,2.40,78,2.99,77,2.67,75,2.57,75,2.32,74,2.50,75,2.51,75,2.48,0.00
M,217,A.Doucoure,5.4,5.4,Everton,80,3.27,78,2.60,77,3.15,74,3.02,74,3.07,73,3.14,73,3.17,74,3.04,0.00
F,218,Beto,5.0,5.0,Everton,22,1.37,21,1.10,25,1.53,26,1.57,25,1.61,27,1.66,27,1.70,27,1.65,0.00
D,219,Branthwaite,4.9,4.9,Everton,0,0.00,23,0.48,70,2.17,80,2.51,81,2.12,79,2.55,78,2.66,79,2.38,0.00
F,220,Calvert-Lewin,5.9,5.9,Everton,73,4.03,69,2.97,66,3.62,65,3.47,64,3.56,63,3.47,64,3.64,61,3.39,0.00
D,221,Coleman,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,222,Gana,5.0,5.0,Everton,86,2.37,76,1.93,74,2.11,73,2.06,73,2.06,72,2.10,71,2.13,71,2.04,0.00
M,223,Garner,5.0,5.0,Everton,13,0.50,75,2.12,74,2.43,73,2.40,71,2.37,72,2.46,71,2.48,69,2.38,0.00
M,224,Harrison,5.5,5.5,Everton,71,3.18,67,2.45,63,2.78,63,2.72,64,2.84,62,2.86,62,2.91,60,2.68,0.00
D,225,Holgate,4.0,4.0,Everton,26,0.95,28,0.72,32,1.15,35,1.24,34,1.09,29,1.09,23,0.90,20,0.73,0.00
M,226,Iroegbunam,4.5,4.5,Everton,72,2.28,40,1.25,42,1.43,45,1.52,47,1.59,45,1.56,47,1.61,48,1.58,0.00
G,227,J.Virginia,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.06,0,0.00,1,0.04,0.03
D,228,Keane,4.0,4.0,Everton,48,1.66,38,0.91,17,0.57,12,0.40,13,0.37,14,0.48,15,0.54,16,0.52,0.00
F,229,Maupay,5.0,5.0,Everton,21,1.22,18,0.89,21,1.18,23,1.25,25,1.37,26,1.43,25,1.42,28,1.51,0.00
M,230,McNeil,5.4,5.4,Everton,87,3.87,84,2.86,83,3.47,81,3.36,79,3.38,80,3.42,79,3.49,81,3.41,0.00
D,231,Mykolenko,4.4,4.4,Everton,89,2.93,87,1.83,84,2.70,84,2.74,84,2.33,84,2.85,81,2.89,78,2.50,0.04
F,232,Ndiaye,5.4,5.4,Everton,42,2.10,41,1.71,44,2.16,45,2.13,46,2.21,45,2.26,45,2.17,46,2.18,0.00
M,233,Onana,5.0,5.0,Aston Villa,68,2.42,49,1.93,35,1.46,30,1.26,29,1.17,31,1.20,32,1.28,31,1.13,0.00
D,234,Patterson,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,13,0.48,26,0.98,33,1.14,0.00
G,235,Pickford,4.9,4.9,Everton,94,3.42,94,3.09,91,3.38,92,3.35,92,3.14,90,3.41,91,3.45,91,3.34,0.00
D,236,Tarkowski,4.9,4.9,Everton,92,2.91,90,1.76,89,2.73,87,2.73,85,2.26,85,2.80,85,2.90,85,2.56,0.00
F,237,Y. Chermiti,5.0,5.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,238,Young,4.5,4.5,Everton,76,2.78,75,1.73,72,2.56,67,2.43,69,2.14,63,2.43,61,2.46,59,2.15,0.00
