Pos,ID,Name,BV,SV,Team,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
M,1,Fábio Vieira,5.4,5.4,Arsenal,0,0.00,0,0.00,0.00
F,2,G.Jesus,6.5,6.5,Arsenal,0,0.00,0,0.00,0.00
D,3,Gabriel,6.2,6.2,Arsenal,0,0.00,0,0.00,0.00
F,4,Havertz,7.7,7.7,Arsenal,0,0.00,18,1.30,0.00
G,5,Hein,4.0,4.0,Arsenal,0,0.00,0,0.00,0.00
D,6,J.Timber,5.6,5.6,Arsenal,77,3.09,70,3.81,0.02
M,7,Jorginho,4.6,4.6,Arsenal,25,0.98,20,0.86,0.00
D,8,Kiwior,4.8,4.8,Arsenal,79,2.85,74,3.62,0.39
M,9,Martinelli,6.5,6.5,Arsenal,74,4.33,62,4.61,0.00
M,10,Nelson,5.0,5.0,Fulham,0,0.00,0,0.00,0.00
F,11,Nketiah,5.9,5.9,Crystal Palace,41,2.12,38,1.75,0.00
M,12,Nwaneri,4.3,4.3,Arsenal,55,2.93,34,2.23,0.00
M,13,Ødegaard,8.2,8.2,Arsenal,85,4.00,80,4.78,0.00
G,14,Ramsdale,4.4,4.4,Southampton,94,3.10,93,2.92,0.00
G,15,Raya,5.5,5.5,Arsenal,93,3.64,92,4.20,0.69
M,16,Rice,6.2,6.2,Arsenal,63,2.35,80,3.64,0.00
M,17,Saka,10.3,10.3,Arsenal,85,5.69,79,6.74,0.12
D,18,Saliba,6.5,6.5,Arsenal,91,3.35,87,4.35,0.59
M,19,Smith Rowe,5.1,5.1,Fulham,49,2.29,45,2.05,0.00
M,20,Thomas,4.9,4.9,Arsenal,76,2.48,71,2.75,0.00
D,21,Tierney,4.3,4.3,Arsenal,17,0.78,13,0.69,0.00
D,22,Tomiyasu,4.8,4.8,Arsenal,0,0.00,0,0.00,0.00
M,23,Trossard,6.8,6.8,Arsenal,37,2.30,25,1.97,0.01
D,24,White,6.1,6.1,Arsenal,37,1.50,46,2.42,0.00
D,25,Zinchenko,4.8,4.8,Arsenal,26,1.18,15,0.82,0.00
D,26,Alex Moreno,4.2,4.2,Nott'm Forest,10,0.39,13,0.48,0.00
F,27,Archer,4.8,4.8,Southampton,23,1.22,24,1.19,0.00
M,28,Bailey,6.2,6.2,Aston Villa,27,1.97,15,0.89,0.00
M,29,Barkley,5.2,5.2,Aston Villa,39,2.47,23,1.15,0.00
M,30,Barrenechea,4.9,4.9,Aston Villa,0,0.00,0,0.00,0.00
M,31,Buendia,5.1,5.1,Aston Villa,0,0.00,0,0.00,0.00
D,32,Cash,4.4,4.4,Aston Villa,74,3.50,74,2.92,0.00
M,33,Dendoncker,4.5,4.5,Aston Villa,0,0.00,0,0.00,0.00
M,34,Diaby,6.5,6.5,Aston Villa,0,0.00,0,0.00,0.00
D,35,Diego Carlos,4.5,4.5,Aston Villa,0,0.00,0,0.00,0.00
D,36,Digne,4.4,4.4,Aston Villa,52,2.69,49,2.12,0.01
M,37,Dobbin,5.0,5.0,Aston Villa,0,0.00,0,0.00,0.00
F,38,Duran,5.7,5.7,Aston Villa,0,0.00,0,0.00,0.00
G,39,Gauci,4.0,4.0,Aston Villa,0,0.00,0,0.00,0.00
D,40,Hause,3.9,3.9,Aston Villa,0,0.00,0,0.00,0.00
M,41,Iling Jr,5.4,5.4,Aston Villa,0,0.00,0,0.00,0.00
M,42,Kamara,5.0,5.0,Aston Villa,86,2.72,82,2.33,0.00
D,43,Kesler-Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00,0.00
D,44,Konsa,4.4,4.4,Aston Villa,91,3.73,88,3.20,0.48
D,45,Maatsen,4.5,4.5,Aston Villa,48,2.48,49,2.14,0.00
G,46,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0.00
G,47,Martinez,5.0,5.0,Aston Villa,94,3.77,93,3.64,0.33
M,48,McGinn,5.2,5.2,Aston Villa,76,3.73,68,2.68,0.00
D,49,Mings,4.4,4.4,Aston Villa,22,0.96,26,1.01,0.00
D,50,Nedeljkovic,3.9,3.9,Aston Villa,0,0.00,0,0.00,0.00
G,51,Olsen,4.5,4.5,Aston Villa,1,0.06,2,0.09,0.00
D,52,Pau,4.2,4.2,Aston Villa,79,3.28,76,2.74,0.00
M,53,Ramsey,5.4,5.4,Aston Villa,0,0.00,58,2.59,0.00
M,54,Rogers,5.7,5.7,Aston Villa,88,5.10,86,3.78,0.55
G,55,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0.00
D,56,Sousa,4.0,4.0,Aston Villa,0,0.00,0,0.00,0.00
M,57,Tielemans,5.5,5.5,Aston Villa,0,0.00,33,1.36,0.00
F,58,Watkins,8.9,8.9,Aston Villa,85,6.48,81,4.49,0.04
D,59,Aarons,4.3,4.3,Bournemouth,0,0.00,0,0.00,0.00
M,60,Adams,4.9,4.9,Bournemouth,84,2.03,79,2.68,0.00
M,61,Anthony,4.5,4.5,Bournemouth,0,0.00,0,0.00,0.00
M,62,Brooks,4.9,4.9,Bournemouth,45,1.91,48,3.23,0.00
M,63,Christie,4.9,4.9,Bournemouth,0,0.00,0,0.00,0.00
M,64,Cook,5.0,5.0,Bournemouth,91,2.27,85,3.19,0.00
F,65,Enes Ünal,5.4,5.4,Bournemouth,0,0.00,0,0.00,0.00
M,66,Faivre,5.0,5.0,Bournemouth,0,0.00,0,0.00,0.00
M,67,H.Traorè,4.5,4.5,Bournemouth,0,0.00,0,0.00,0.00
D,68,Hill,3.9,3.9,Bournemouth,4,0.14,6,0.31,0.00
F,69,Jebbison,4.5,4.5,Bournemouth,5,0.37,7,0.65,0.00
D,70,Kerkez,5.3,5.3,Bournemouth,87,1.88,84,4.44,0.01
M,71,Kluivert,6.0,6.0,Bournemouth,79,3.53,76,6.12,0.09
D,72,Mepham,4.4,4.4,Bournemouth,0,0.00,0,0.00,0.00
G,73,Neto,4.1,4.1,Arsenal,1,0.06,3,0.12,0.00
M,74,O.Dango,4.6,4.6,Bournemouth,0,0.00,0,0.00,0.00
G,75,Paulsen,4.0,4.0,Bournemouth,0,0.00,0,0.00,0.00
M,76,Philip,4.8,4.8,Bournemouth,0,0.00,0,0.00,0.00
M,77,Scott,4.7,4.7,Bournemouth,0,0.00,0,0.00,0.00
M,78,Semenyo,5.7,5.7,Bournemouth,88,3.43,84,5.91,0.09
D,79,Senesi,4.6,4.6,Bournemouth,17,0.47,22,1.05,0.00
M,80,Sinisterra,4.8,4.8,Bournemouth,3,0.19,14,1.07,0.00
D,81,Smith,4.4,4.4,Bournemouth,59,1.45,58,2.99,0.00
F,82,Solanke,7.3,7.3,Spurs,42,1.97,40,2.09,0.00
M,83,Tavernier,5.4,5.4,Bournemouth,68,2.78,66,4.54,0.00
G,84,Travers,4.4,4.4,Bournemouth,0,0.00,0,0.00,0.00
D,85,Zabarnyi,4.4,4.4,Bournemouth,85,1.69,82,3.84,0.00
D,86,Ajer,4.4,4.4,Brentford,13,0.53,11,0.43,0.00
M,87,Brierley,4.4,4.4,Brentford,0,0.00,0,0.00,0.00
D,88,Collins,4.6,4.6,Brentford,91,3.31,88,2.81,0.00
M,89,Damsgaard,4.9,4.9,Brentford,80,3.44,78,3.03,0.00
M,90,Dasilva,4.8,4.8,Brentford,0,0.00,3,0.21,0.00
G,91,Flekken,4.5,4.5,Brentford,94,3.69,93,3.55,0.02
D,92,Henry,4.3,4.3,Brentford,19,0.79,20,0.75,0.00
D,93,Hickey,4.3,4.3,Brentford,35,1.33,61,2.04,0.00
M,94,Janelt,4.8,4.8,Brentford,0,0.00,0,0.00,0.00
M,95,Jensen,5.3,5.3,Brentford,37,1.64,40,1.64,0.00
D,96,Ji-soo,3.9,3.9,Brentford,0,0.00,0,0.00,0.00
M,97,Konak,4.4,4.4,Brentford,4,0.19,4,0.21,0.00
M,98,Lewis-Potter,5.0,5.0,Brentford,79,2.92,76,2.62,0.00
M,99,Mbeumo,8.3,8.2,Brentford,91,6.27,88,5.08,0.97
D,100,Mee,4.2,4.2,Brentford,1,0.05,2,0.06,0.00
M,101,Nørgaard,4.8,4.8,Brentford,89,2.95,85,2.66,0.00
M,102,Onyeka,4.9,4.9,Brentford,0,0.00,0,0.00,0.00
M,103,Peart-Harris,4.5,4.5,Brentford,0,0.00,0,0.00,0.00
D,104,Pinnock,4.4,4.4,Brentford,11,0.43,13,0.45,0.00
D,105,Roerslev,4.3,4.3,Brentford,0,0.00,0,0.00,0.00
M,106,Schade,5.2,5.2,Brentford,81,4.55,79,3.91,0.06
F,107,Thiago,5.9,5.9,Brentford,13,0.76,11,0.59,0.00
F,108,Toney,7.3,7.3,Brentford,0,0.00,0,0.00,0.00
G,109,Valdimarsson,3.9,3.9,Brentford,1,0.04,2,0.07,0.00
F,110,Wissa,6.8,6.8,Brentford,86,4.99,84,4.29,0.66
M,111,Yarmoliuk,4.3,4.3,Brentford,67,2.58,64,2.26,0.00
D,112,Zanka,4.5,4.5,Brentford,0,0.00,0,0.00,0.00
M,113,Adingra,5.1,5.1,Brighton,32,1.75,27,1.64,0.00
M,114,Baker-Boaitey,4.5,4.5,Brighton,0,0.00,0,0.00,0.00
M,115,Baleba,5.0,5.0,Brighton,86,2.58,83,2.72,0.00
D,116,Barco,4.0,4.0,Brighton,0,0.00,0,0.00,0.00
M,117,Buonanotte,4.5,4.5,Leicester,56,2.84,54,2.02,0.00
M,118,Cozier-Duberry,4.5,4.5,Brighton,0,0.00,0,0.00,0.00
M,119,Dahoud,4.9,4.9,Brighton,0,0.00,0,0.00,0.00
D,120,Dunk,4.2,4.2,Brighton,57,1.63,72,2.71,0.11
M,121,Enciso,5.4,5.4,Ipswich,80,3.63,77,3.33,0.00
D,122,Estupiñan,4.9,4.9,Brighton,78,2.63,69,3.04,0.07
F,123,Ferguson,5.5,5.5,West Ham,12,0.69,14,0.84,0.00
M,124,Gilmour,5.0,5.0,Brighton,0,0.00,0,0.00,0.00
M,125,Gross,6.5,6.5,Brighton,0,0.00,0,0.00,0.00
M,126,Hinshelwood,4.9,4.9,Brighton,56,1.94,52,2.02,0.00
M,127,I.Osman,5.0,5.0,Brighton,0,0.00,0,0.00,0.00
D,128,Igor,4.3,4.3,Brighton,30,0.81,24,0.82,0.00
F,129,João Pedro,5.5,5.5,Brighton,76,4.42,71,4.50,0.05
M,130,Kozlowski,4.5,4.5,Brighton,0,0.00,0,0.00,0.00
D,131,Lamptey,4.4,4.4,Brighton,24,0.96,23,1.13,0.00
M,132,March,6.5,6.5,Brighton,0,0.00,0,0.00,0.00
M,133,Mazilu,4.5,4.5,Brighton,0,0.00,0,0.00,0.00
M,134,Milner,5.0,5.0,Brighton,0,0.00,0,0.00,0.00
M,135,Minteh,4.8,4.8,Brighton,73,3.72,68,3.95,0.01
M,136,Mitoma,6.4,6.4,Brighton,67,3.50,69,4.00,0.00
M,137,Moder,4.4,4.4,Brighton,0,0.00,0,0.00,0.00
F,138,O’Mahony,4.5,4.5,Brighton,0,0.00,0,0.00,0.00
D,139,Offiah,4.0,4.0,Brighton,0,0.00,0,0.00,0.00
M,140,Peupion,4.4,4.4,Brighton,0,0.00,0,0.00,0.00
M,141,Sarmiento,4.9,4.9,Brighton,0,0.00,0,0.00,0.00
G,142,Steele,4.0,4.0,Brighton,0,0.00,2,0.09,0.00
F,143,Undav,5.5,5.5,Brighton,0,0.00,0,0.00,0.00
