Pos,ID,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,Elite%
M,366,B.Fernandes,8.5,8.5,Man Utd,89,4.71,87,5.51,85,4.32,85,5.08,86,4.19,84,5.71,85,4.71,84,5.05,0.64
G,367,Bayindir,4.5,4.5,Man Utd,1,0.04,2,0.09,3,0.11,3,0.10,3,0.12,6,0.23,4,0.15,4,0.17,0.00
M,368,Casemiro,5.0,5.0,Man Utd,84,2.54,80,2.81,79,2.41,77,2.51,76,2.25,76,2.77,76,2.44,75,2.44,0.00
D,369,Dalot,5.0,5.0,Man Utd,91,2.24,86,3.36,83,2.63,81,2.54,78,2.14,79,3.53,78,2.46,76,2.36,0.00
M,370,Eriksen,5.4,5.4,Man Utd,10,0.55,8,0.52,10,0.51,11,0.60,11,0.54,12,0.67,11,0.58,11,0.57,0.00
D,371,Evans,4.5,4.5,Man Utd,6,0.17,6,0.20,7,0.21,5,0.14,4,0.10,3,0.11,3,0.10,3,0.09,0.00
M,372,Garnacho,6.5,6.5,Man Utd,67,3.16,76,4.15,74,3.34,73,3.66,74,3.21,72,4.09,72,3.56,72,3.61,0.01
M,373,Hannibal,4.5,4.5,Man Utd,2,0.13,2,0.13,2,0.14,2,0.13,2,0.12,2,0.18,2,0.15,3,0.21,0.00
G,374,Heaton,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,375,Højlund,6.9,6.9,Man Utd,0,0.00,19,1.18,37,1.86,43,2.37,41,2.02,42,2.57,41,2.29,43,2.35,0.00
D,376,Lindelof,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,5,0.14,9,0.26,10,0.37,10,0.33,10,0.33,0.00
D,377,Maguire,5.0,5.0,Man Utd,55,1.31,34,1.30,30,0.95,30,0.93,30,0.87,29,1.22,31,0.97,29,0.90,0.00
M,378,Mainoo,5.5,5.5,Man Utd,78,2.27,72,2.40,72,2.18,72,2.23,71,2.08,71,2.44,70,2.16,69,2.16,0.00
D,379,Malacia,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,5,0.15,11,0.45,11,0.38,10,0.34,0.00
D,380,Martinez,4.5,4.5,Man Utd,80,1.88,78,2.81,77,2.27,75,2.19,74,1.93,71,2.96,70,2.10,71,2.08,0.00
M,381,McTominay,4.9,4.9,Man Utd,15,0.61,17,0.75,15,0.59,14,0.60,16,0.60,14,0.67,17,0.67,17,0.72,0.00
M,382,Mount,6.5,6.5,Man Utd,34,1.58,40,2.18,36,1.71,36,1.83,35,1.63,38,2.11,36,1.81,35,1.79,0.00
G,383,Onana,5.0,5.0,Man Utd,94,3.12,93,3.51,92,3.28,92,3.20,92,3.15,89,3.54,91,3.24,90,3.12,0.00
M,384,Pellistri,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,385,Rashford,7.0,7.0,Man Utd,62,3.34,61,3.94,61,3.19,62,3.68,63,3.17,60,4.07,62,3.54,60,3.58,0.00
M,386,Sancho,6.4,6.4,Man Utd,5,0.30,5,0.33,5,0.29,6,0.36,5,0.30,6,0.40,5,0.33,6,0.35,0.00
D,387,Shaw,4.9,4.9,Man Utd,0,0.00,32,1.27,65,2.08,77,2.42,75,2.08,72,3.19,72,2.30,72,2.28,0.00
D,388,Wan-Bissaka,4.5,4.5,West Ham,61,1.14,70,2.04,67,1.68,66,1.95,65,2.69,63,1.16,65,1.90,61,1.81,0.00
F,389,Zirkzee,7.1,7.1,Man Utd,51,2.52,49,2.80,47,2.21,43,2.41,46,2.21,44,2.67,44,2.34,44,2.39,0.00
D,390,A.Murphy,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.00,1,0.03,0.00
M,391,Almirón,5.9,5.9,Newcastle,16,0.90,17,1.01,19,1.09,20,0.99,21,1.17,21,1.24,22,1.12,21,1.02,0.00
M,392,Barnes,6.4,6.4,Newcastle,32,1.94,34,2.02,34,2.01,34,1.67,34,2.01,35,2.13,35,1.78,35,1.68,0.00
D,393,Botman,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,394,Bruno G.,6.5,6.5,Newcastle,90,3.31,87,3.22,85,3.05,84,2.51,82,2.99,80,3.10,81,2.57,80,2.43,0.00
D,395,Burn,4.5,4.5,Newcastle,88,2.48,82,2.79,80,2.64,77,1.68,78,2.73,77,2.65,76,1.62,75,1.73,0.01
G,396,Dúbravka,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.00,0.00
M,397,Fraser,5.0,5.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,1,0.11,2,0.16,2,0.12,2,0.15,0.00
M,398,Gordon,7.5,7.5,Newcastle,83,4.51,81,4.30,79,4.00,78,3.11,76,3.94,76,4.13,74,3.26,74,3.00,0.14
D,399,Hall,4.5,4.5,Newcastle,40,1.38,23,0.91,26,0.96,27,0.78,27,1.11,28,1.14,30,0.84,30,0.86,0.14
M,400,Hayden,4.5,4.5,Newcastle,13,0.54,6,0.31,6,0.31,7,0.32,6,0.32,7,0.36,7,0.34,8,0.35,0.00
F,401,Isak,8.5,8.5,Newcastle,89,5.84,83,5.09,79,4.63,78,3.76,76,4.55,76,4.96,74,4.00,74,3.53,1.00
M,402,J.Murphy,5.4,5.4,Newcastle,67,3.34,60,3.01,54,2.65,52,2.16,53,2.70,52,2.73,51,2.26,49,2.11,0.02
M,403,Joelinton,6.0,6.0,Newcastle,50,2.23,49,2.08,48,2.03,47,1.66,47,2.01,48,2.10,45,1.71,49,1.72,0.00
D,404,Kelly,4.5,4.5,Newcastle,83,2.23,76,2.54,74,2.35,72,1.56,71,2.41,70,2.33,71,1.45,69,1.58,0.00
D,405,Krafth,4.5,4.5,Newcastle,57,1.44,19,0.62,21,0.65,24,0.55,24,0.80,24,0.79,24,0.54,25,0.62,0.00
M,406,Kuol,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,407,Lascelles,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,408,Lewis,4.0,4.0,Newcastle,2,0.09,0,0.00,2,0.08,2,0.06,2,0.08,2,0.08,2,0.06,2,0.06,0.00
D,409,Livramento,4.5,4.5,Newcastle,65,2.06,52,1.98,53,1.95,51,1.33,50,1.97,53,2.01,49,1.27,51,1.40,0.00
M,410,Longstaff,5.0,5.0,Newcastle,52,1.91,51,1.89,52,1.89,50,1.59,49,1.81,49,1.86,52,1.69,50,1.60,0.00
M,411,Miley,5.0,5.0,Newcastle,0,0.00,0,0.00,0,0.00,2,0.11,5,0.28,6,0.33,7,0.34,8,0.34,0.00
G,412,Odysseas,4.5,4.5,Newcastle,1,0.05,2,0.08,3,0.10,4,0.12,3,0.13,4,0.15,4,0.14,4,0.14,0.00
G,413,Pope,5.0,5.0,Newcastle,93,3.22,93,3.44,92,3.35,91,2.98,91,3.44,90,3.29,90,2.98,90,3.02,0.00
G,414,Ruddy,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,415,Schär,5.4,5.4,Newcastle,0,0.00,86,3.00,85,2.81,84,1.86,83,2.98,83,2.89,82,1.74,82,1.94,0.00
D,416,Targett,4.0,4.0,Newcastle,3,0.10,1,0.05,1,0.06,2,0.06,2,0.09,2,0.08,2,0.07,3,0.11,0.00
M,417,Tonali,5.5,5.5,Newcastle,73,2.73,72,2.73,69,2.55,68,2.16,68,2.56,69,2.64,66,2.18,67,2.10,0.00
D,418,Trippier,5.9,5.9,Newcastle,29,1.10,39,1.64,37,1.54,37,1.02,39,1.72,34,1.50,39,1.08,37,1.07,0.00
M,419,White,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,420,Willock,5.0,5.0,Newcastle,16,0.82,18,0.96,20,1.02,20,0.93,22,1.18,21,1.14,22,1.06,22,0.99,0.00
F,421,Wilson,6.9,6.9,Newcastle,0,0.00,11,0.78,24,1.60,30,1.63,31,2.09,31,2.21,33,1.96,34,1.85,0.00
D,422,Aina,4.4,4.4,Nott'm Forest,63,2.63,54,0.92,53,1.45,55,2.22,55,1.19,55,2.04,56,2.06,56,2.10,0.01
M,423,Anderson,5.0,5.0,Nott'm Forest,64,2.48,60,1.84,60,2.02,60,2.36,61,1.97,61,2.24,61,2.23,60,2.32,0.00
F,424,Awoniyi,5.9,5.9,Nott'm Forest,12,0.84,13,0.70,15,0.86,15,1.04,16,0.87,15,0.93,16,1.03,17,1.17,0.00
D,425,Boly,4.5,4.5,Nott'm Forest,30,1.22,31,0.56,31,0.87,36,1.41,35,0.78,37,1.33,39,1.40,37,1.32,0.00
M,426,Bowler,4.5,4.5,Nott'm Forest,2,0.17,3,0.20,4,0.29,5,0.34,6,0.36,6,0.39,7,0.44,8,0.52,0.00
G,427,C.Miguel,4.4,4.4,Nott'm Forest,0,0.00,1,0.04,1,0.04,2,0.08,3,0.10,2,0.09,2,0.09,2,0.08,0.00
M,428,Da Silva Moreira,4.5,4.5,Nott'm Forest,1,0.12,3,0.18,4,0.26,6,0.40,5,0.34,6,0.40,6,0.41,7,0.46,0.00
M,429,Danilo,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,430,Dennis,5.0,5.0,Nott'm Forest,2,0.20,4,0.25,5,0.33,6,0.46,6,0.38,7,0.48,8,0.53,9,0.56,0.00
M,431,Dominguez,5.0,5.0,Nott'm Forest,26,1.21,30,1.06,29,1.10,34,1.40,35,1.23,35,1.38,37,1.42,37,1.48,0.00
M,432,Elanga,5.4,5.4,Nott'm Forest,59,3.26,60,2.30,57,2.50,56,2.95,54,2.29,53,2.63,56,2.81,56,3.00,0.00
M,433,Gibbs-White,6.5,6.5,Nott'm Forest,86,4.98,82,3.13,82,3.57,80,4.42,76,3.24,79,3.96,78,4.06,79,4.31,0.03
M,434,Hudson-Odoi,5.5,5.5,Nott'm Forest,77,3.82,71,2.56,71,2.88,66,3.26,66,2.54,65,2.96,65,3.02,64,3.12,0.00
M,435,Mighten,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,436,Murillo,4.5,4.5,Nott'm Forest,90,3.21,86,1.04,85,1.83,83,2.88,81,1.34,80,2.54,81,2.51,80,2.53,0.00
D,437,N.Williams,4.5,4.5,Nott'm Forest,63,2.56,54,0.84,57,1.46,55,2.16,55,1.11,55,1.91,52,1.81,53,1.87,0.00
D,438,O.Richards,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,439,O'Brien,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,440,Omobamidele,4.5,4.5,Nott'm Forest,8,0.28,13,0.19,13,0.30,16,0.52,19,0.33,19,0.58,18,0.54,20,0.59,0.00
D,441,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,442,Sangaré,4.5,4.5,Nott'm Forest,70,2.39,70,1.86,70,2.00,68,2.22,70,1.89,68,2.12,66,2.07,66,2.14,0.05
G,443,Sels,4.5,4.5,Nott'm Forest,93,3.56,93,2.98,92,3.11,91,3.43,91,2.99,91,3.28,91,3.36,91,3.25,0.01
D,444,Toffolo,4.5,4.5,Nott'm Forest,10,0.40,8,0.19,9,0.27,10,0.42,11,0.29,13,0.49,14,0.52,14,0.54,0.00
G,445,Turner,4.0,4.0,Nott'm Forest,0,0.00,1,0.04,2,0.06,2,0.07,1,0.05,2,0.08,2,0.07,2,0.08,0.01
F,446,Ui-jo,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,447,Wood,6.1,6.0,Nott'm Forest,68,3.88,69,2.75,65,2.95,64,3.48,64,2.77,64,3.21,63,3.22,62,3.32,0.12
D,448,Worrall,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,449,Yates,5.0,5.0,Nott'm Forest,50,1.93,53,1.60,52,1.74,52,1.93,54,1.71,54,1.93,53,1.87,53,1.96,0.00
M,450,Alcaraz,5.0,5.0,Southampton,33,1.50,32,1.55,32,1.76,33,1.50,32,1.22,34,1.81,34,1.24,35,1.83,0.00
M,451,Amo-Ameyaw,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,452,Aribo,5.0,5.0,Southampton,60,2.05,53,1.91,54,2.18,54,1.83,53,1.54,53,2.12,54,1.55,52,1.97,0.00
F,453,Armstrong,5.5,5.5,Southampton,80,3.92,76,4.06,73,4.78,73,3.55,71,2.60,70,4.36,69,2.55,68,4.04,0.14
G,454,Bazunu,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,455,Bednarek,4.0,4.0,Southampton,89,2.02,85,1.98,83,2.98,80,1.69,81,0.67,77,2.65,77,0.57,77,2.52,0.00
D,456,Bella-Kotchap,4.0,4.0,Southampton,3,0.09,7,0.22,8,0.30,9,0.24,9,0.16,9,0.33,10,0.17,10,0.37,0.00
D,457,Bree,4.0,4.0,Southampton,6,0.22,7,0.25,9,0.41,9,0.30,9,0.20,9,0.40,11,0.23,11,0.47,0.00
M,458,Charles,4.5,4.5,Southampton,2,0.15,1,0.09,3,0.17,3,0.19,4,0.21,4,0.24,4,0.23,5,0.28,0.00
M,459,Edozie,5.0,5.0,Southampton,10,0.53,8,0.48,10,0.60,10,0.51,11,0.48,11,0.61,11,0.48,11,0.58,0.00
D,460,Edwards,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,461,Harwood-Bellis,4.0,4.0,Southampton,87,2.11,84,2.08,83,3.02,81,1.80,80,0.78,79,2.78,77,0.66,76,2.64,0.20
M,462,Kamaldeen,5.0,5.0,Southampton,0,0.00,2,0.15,3,0.22,4,0.25,3,0.20,3,0.26,4,0.25,4,0.30,0.00
M,463,Lallana,5.0,5.0,Southampton,5,0.21,18,0.83,20,0.97,20,0.85,19,0.76,22,1.04,21,0.81,22,1.00,0.00
D,464,Larios,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,465,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
G,466,Lumley,4.0,4.0,Southampton,2,0.07,2,0.06,2,0.09,2,0.08,3,0.11,4,0.15,4,0.13,5,0.17,0.02
D,467,Manning,4.5,4.5,Southampton,16,0.55,20,0.68,21,1.00,25,0.79,25,0.45,27,1.25,25,0.43,27,1.17,0.00
F,468,Mara,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,469,McCarthy,4.5,4.5,Southampton,93,3.18,93,3.16,93,3.51,92,3.15,92,2.96,91,3.40,91,3.00,90,3.34,0.01
F,470,Onuachu,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,1,0.09,1,0.10,2,0.17,1,0.11,2,0.16,0.00
M,471,Smallbone,5.0,5.0,Southampton,70,2.47,65,2.39,63,2.73,63,2.18,62,1.76,60,2.57,61,1.73,59,2.40,0.00
D,472,Stephens,4.0,4.0,Southampton,58,1.42,56,1.38,58,2.10,56,1.24,57,0.56,54,1.87,55,0.48,55,1.81,0.00
F,473,Stewart,4.5,4.5,Southampton,3,0.18,12,0.73,14,0.99,13,0.75,14,0.67,16,1.11,17,0.80,14,1.00,0.00
D,474,Sugawara,4.5,4.5,Southampton,75,2.40,75,2.45,71,3.36,71,2.07,70,0.99,70,3.15,70,0.90,69,2.97,0.00
D,475,Taylor,4.0,4.0,Southampton,32,0.86,32,0.85,34,1.26,35,0.85,36,0.44,39,1.41,38,0.41,40,1.38,0.00
D,476,Walker-Peters,4.5,4.5,Southampton,87,2.21,85,2.22,83,3.28,82,1.91,80,0.82,79,3.00,79,0.71,79,2.87,0.00
D,477,Wood,4.0,4.0,Southampton,3,0.10,5,0.14,5,0.19,6,0.17,7,0.10,8,0.27,9,0.13,9,0.28,0.00
D,478,A.Phillips,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,479,Austin,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,480,Bentancur,5.0,5.0,Spurs,29,1.01,45,1.47,42,1.72,45,1.55,46,1.58,43,1.71,46,1.57,43,1.60,0.00
M,481,Bergvall,4.5,4.5,Spurs,17,0.94,14,0.72,14,0.85,16,0.85,16,0.83,15,0.96,18,0.94,18,1.04,0.01
M,482,Bissouma,5.0,5.0,Spurs,53,1.70,68,1.92,68,2.39,64,1.94,65,1.94,62,2.16,63,1.94,63,2.02,0.00
M,483,Bryan,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,484,Davies,4.5,4.5,Spurs,6,0.17,10,0.25,12,0.49,14,0.42,15,0.45,16,0.62,16,0.52,18,0.68,0.00
M,485,Devine,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,486,Dragusin,4.4,4.4,Spurs,9,0.26,14,0.39,19,0.78,20,0.58,20,0.59,21,0.81,25,0.83,24,0.86,0.00
D,487,E.Royal,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,488,Forster,4.5,4.5,Spurs,0,0.00,3,0.10,3,0.14,3,0.12,4,0.13,3,0.12,3,0.11,3,0.11,0.00
M,489,Gray,5.0,5.0,Spurs,16,0.51,6,0.18,8,0.28,10,0.32,12,0.36,12,0.40,14,0.43,14,0.45,0.00
M,490,Højbjerg,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,491,Johnson,6.5,6.5,Spurs,68,3.64,64,2.92,63,4.14,61,3.15,59,3.07,58,3.83,57,2.94,57,3.28,0.00
M,492,Kulusevski,6.4,6.4,Spurs,45,2.27,39,1.73,36,2.06,37,1.81,37,1.82,36,2.05,36,1.74,38,1.95,0.00
M,493,Lo Celso,4.9,4.9,Spurs,5,0.34,5,0.29,4,0.31,5,0.33,5,0.33,7,0.45,7,0.41,9,0.48,0.00
M,494,Maddison,7.5,7.5,Spurs,66,3.72,59,2.85,56,3.89,54,3.05,54,2.96,54,3.74,50,2.74,51,3.12,0.00
D,495,Pedro Porro,5.5,5.5,Spurs,88,2.96,87,2.69,83,4.48,81,2.87,80,2.93,80,4.05,80,3.10,78,3.52,0.84
D,496,Reguilón,4.4,4.4,Spurs,4,0.17,5,0.16,7,0.34,7,0.25,8,0.29,11,0.51,9,0.33,8,0.33,0.00
F,497,Richarlison,7.0,7.0,Spurs,39,2.27,32,1.62,22,1.61,21,1.26,24,1.42,27,1.89,24,1.42,24,1.57,0.00
D,498,Romero,5.0,5.0,Spurs,92,2.24,88,2.06,84,3.48,83,2.16,82,2.23,81,3.04,80,2.40,80,2.69,0.00
M,499,P.M.Sarr,5.0,5.0,Spurs,68,2.26,56,1.82,56,2.30,55,1.94,55,1.91,55,2.18,52,1.82,52,1.95,0.00
F,500,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,501,Skipp,5.0,5.0,Leicester,54,1.59,52,1.49,53,1.66,51,1.35,50,1.54,50,1.52,50,1.57,53,1.58,0.00
M,502,Solomon,5.4,5.4,Spurs,5,0.36,3,0.23,4,0.32,4,0.32,5,0.35,5,0.39,6,0.40,6,0.46,0.00
M,503,Son,10.0,10.0,Spurs,88,5.46,86,4.37,84,6.25,84,4.89,83,4.80,82,6.12,83,4.70,81,5.24,0.01
D,504,Spence,4.5,4.5,Spurs,6,0.25,7,0.27,10,0.46,10,0.38,10,0.39,11,0.50,10,0.41,12,0.51,0.00
D,505,Udogie,5.0,5.0,Spurs,86,2.59,83,2.31,80,3.83,80,2.47,79,2.55,77,3.38,76,2.66,76,2.96,0.01
D,506,Van de Ven,4.5,4.5,Spurs,89,2.09,85,2.02,83,3.25,82,2.06,81,2.15,79,2.78,79,2.33,78,2.53,0.03
F,507,Veliz,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,508,Vicario,5.0,5.0,Spurs,94,3.31,92,3.18,91,3.71,92,3.27,91,3.30,92,3.52,92,3.42,92,3.47,0.01
M,509,Werner,6.4,6.4,Spurs,21,1.45,17,0.99,15,1.12,15,0.94,16,1.00,17,1.37,15,0.95,18,1.28,0.00
G,510,Whiteman,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,511,Álvarez,5.0,5.0,West Ham,41,1.18,53,1.60,55,1.60,54,1.60,55,1.93,53,1.46,54,1.64,54,1.61,0.00
F,512,Antonio,5.5,5.5,West Ham,39,1.67,38,1.87,33,1.72,36,1.78,35,2.16,37,1.68,36,1.87,36,1.83,0.00
G,513,Areola,4.5,4.5,West Ham,94,3.00,92,3.35,92,3.11,92,3.29,91,3.67,91,2.95,90,3.18,90,3.25,0.01
M,514,Bowen,7.5,7.5,West Ham,88,3.68,85,4.38,82,4.34,80,4.16,80,5.66,81,3.66,80,4.48,79,4.20,0.00
M,515,Cornet,5.0,5.0,West Ham,0,0.00,0,0.00,1,0.11,1,0.13,1,0.14,2,0.17,2,0.16,3,0.22,0.00
D,516,Coufal,4.5,4.5,West Ham,35,0.79,25,0.83,29,0.82,29,0.97,30,1.32,32,0.71,30,0.99,33,1.07,0.00
D,517,Cresswell,4.0,4.0,West Ham,8,0.24,12,0.42,14,0.47,15,0.57,17,0.80,16,0.47,17,0.63,18,0.68,0.00
M,518,Downes,5.0,5.0,Southampton,63,1.80,53,1.59,53,1.76,52,1.50,51,1.34,51,1.66,51,1.33,52,1.66,0.00
M,519,Earthy,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,520,Emerson,4.5,4.5,West Ham,85,1.70,82,2.63,79,2.22,78,2.55,77,3.59,76,1.56,76,2.48,75,2.38,0.00
G,521,Fabianski,4.0,4.0,West Ham,0,0.00,1,0.05,1,0.04,2,0.07,2,0.08,2,0.08,2,0.09,3,0.10,0.12
G,522,Foderingham,4.5,4.5,West Ham,0,0.00,1,0.04,2,0.07,1,0.05,2,0.08,2,0.07,2,0.09,2,0.09,0.00
F,523,Ings,5.0,5.0,West Ham,0,0.00,2,0.16,3,0.25,3,0.27,3,0.31,3,0.25,4,0.33,4,0.32,0.00
D,524,Kilman,4.5,4.5,West Ham,80,1.41,76,2.21,75,1.83,74,2.18,70,2.91,70,1.25,69,1.98,67,1.96,0.00
M,525,Kudus,6.5,6.5,West Ham,80,2.99,76,3.44,75,3.45,70,3.23,71,4.24,70,2.79,69,3.37,68,3.17,0.00
M,526,L.Guilherme,4.9,4.9,West Ham,0,0.00,0,0.00,1,0.10,2,0.13,2,0.21,2,0.14,3,0.22,3,0.23,0.00
M,527,L.Paquetá,6.0,6.0,West Ham,75,2.96,73,3.41,70,3.39,69,3.26,68,4.19,66,2.74,66,3.38,67,3.17,0.00
D,528,Mavropanos,4.5,4.5,West Ham,33,0.72,25,0.83,27,0.77,27,0.89,31,1.43,29,0.64,33,1.09,34,1.13,0.00
D,529,N.Aguerd,4.4,4.4,West Ham,11,0.26,12,0.38,14,0.38,16,0.49,18,0.77,19,0.39,20,0.61,18,0.56,0.00
M,530,Souček,5.0,5.0,West Ham,64,1.99,59,2.20,58,2.13,62,2.30,59,2.76,60,2.03,59,2.30,59,2.19,0.00
M,531,Ward-Prowse,6.4,6.4,West Ham,35,1.30,35,1.49,35,1.56,37,1.59,39,2.12,39,1.49,40,1.81,42,1.77,0.00
D,532,Zouma,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,533,Aït-Nouri,4.5,4.5,Wolves,74,2.60,71,2.52,70,1.97,71,1.81,70,2.52,68,1.61,68,1.99,66,2.65,0.00
M,534,B.Traore,5.0,5.0,Wolves,13,0.52,18,0.69,17,0.63,20,0.71,21,0.77,23,0.77,25,0.87,24,0.88,0.00
M,535,Bellegarde,5.0,5.0,Wolves,28,1.27,28,1.33,30,1.24,30,1.29,31,1.35,34,1.29,33,1.35,34,1.51,0.00
G,536,Bentley,4.0,4.0,Wolves,1,0.04,2,0.07,3,0.09,2,0.08,3,0.12,4,0.13,3,0.12,5,0.17,0.14
M,537,Chiquinho,4.5,4.5,Wolves,0,0.00,0,0.00,1,0.09,0,0.00,1,0.10,2,0.13,2,0.13,2,0.13,0.00
M,538,Chirewa,4.5,4.5,Wolves,1,0.09,2,0.12,2,0.13,3,0.21,3,0.20,3,0.18,3,0.18,3,0.23,0.00
F,539,Chiwome,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,540,Cundle,4.5,4.5,Wolves,0,0.00,1,0.08,2,0.14,2,0.16,3,0.19,3,0.17,4,0.24,4,0.26,0.00
F,541,Cunha,6.5,6.5,Wolves,78,3.64,75,3.82,73,2.98,72,3.12,72,3.32,71,2.73,69,3.00,69,3.31,0.00
D,542,Dawson,4.5,4.5,Wolves,23,0.67,29,0.82,32,0.72,34,0.70,36,1.07,35,0.69,36,0.84,38,1.22,0.00
D,543,Doherty,4.5,4.5,Wolves,26,0.93,30,1.08,33,0.98,32,0.90,33,1.21,36,0.92,36,1.10,38,1.47,0.00
M,544,Doyle,5.0,5.0,Wolves,13,0.63,14,0.69,14,0.62,16,0.74,17,0.79,16,0.68,18,0.82,18,0.88,0.00
F,545,Fábio Silva,5.0,5.0,Wolves,6,0.40,7,0.46,8,0.45,8,0.45,8,0.50,11,0.54,9,0.50,9,0.53,0.00
F,546,Fraser,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,547,Gonzalez,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,548,Guedes,5.5,5.5,Wolves,4,0.31,5,0.36,7,0.43,6,0.41,7,0.45,8,0.44,8,0.47,8,0.52,0.00
